Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name
10-05-2016,E-commerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding Round,12,
11-05-2016,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.2,
11-05-2016,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,800,
12-05-2016,Health Care,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.2,
13-05-2016,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,108,
18-05-2016,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding Round,2,
18-05-2016,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding Round,0.8,
18-05-2016,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,80,
18-05-2016,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,8,
19-05-2016,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding Round,8,
19-05-2016,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding Round,4,
19-05-2016,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding Round,4,
20-05-2016,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding Round,2.4,
23-05-2016,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding Round,0.71,
24-05-2016,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding Round,8,
25-05-2016,Health Care,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,12,
25-05-2016,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding Round,0.8,
26-05-2016,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding Round,3.8,
30-05-2016,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding Round,1.6,
31-05-2016,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding Round,1.4,
01-04-2016,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,21.6,
04-04-2016,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,200,
06-04-2016,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,8,
06-04-2016,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding Round,4,
08-04-2016,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding Round,0.32,
11-04-2016,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding Round,1.6,
11-04-2016,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,800,
11-04-2016,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding Round,2.4,
12-04-2016,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding Round,8,
13-04-2016,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding Round,8,
13-04-2016,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding Round,1.2,
13-04-2016,E-commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding Round,2,
14-04-2016,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding Round,0.8,
15-04-2016,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,120,
15-04-2016,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,240,
18-04-2016,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,80,
19-04-2016,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding Round,3.6,
22-04-2016,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding Round,3.6,
25-04-2016,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding Round,1.6,
25-04-2016,Food & Beverages,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding Round,4.4,
26-04-2016,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,120,
27-04-2016,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding Round,3.6,
29-04-2016,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding Round,4,
02-03-2016,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,4.8,
02-03-2016,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,11.2,
03-03-2016,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,8,
03-03-2016,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding Round,4,
04-03-2016,E-commerce,Office Products Super Store,Chennai,YourNest Angel Fund,Private Equity,8,
04-03-2016,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding Round,0.8,
04-03-2016,Health Care,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,32,
07-03-2016,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding Round,4,
07-03-2016,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding Round,4,
07-03-2016,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding Round,2,
07-03-2016,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding Round,0.8,
08-03-2016,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding Round,6,
08-03-2016,E-commerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,64,
09-03-2016,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding Round,4,
09-03-2016,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding Round,8,
10-03-2016,Food & Beverages,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,88.8,
10-03-2016,E-commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding Round,8,
14-03-2016,E-commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding Round,1.79,
14-03-2016,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,119.2,
15-03-2016,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,8,
15-03-2016,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding Round,1.2,
15-03-2016,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding Round,2,
16-03-2016,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding Round,2,
17-03-2016,Health Care,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding Round,1.6,
17-03-2016,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding Round,1.84,
17-03-2016,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding Round,6.4,
17-03-2016,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding Round,0.86,
18-03-2016,Food & Beverages,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12,
19-03-2016,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding Round,0.24,
21-03-2016,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,16,
22-03-2016,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding Round,4.8,
22-03-2016,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding Round,2.88,
23-03-2016,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding Round,0.8,
23-03-2016,Technology,Robotic Classes for Students,Chennai,Indian Angel Network,Seed Funding Round,2.4,
24-03-2016,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding Round,1.2,
28-03-2016,E-commerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding Round,2.4,
29-03-2016,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding Round,2.4,
29-03-2016,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,37.6,
29-03-2016,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding Round,1.6,
29-03-2016,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding Round,4,
02-02-2016,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,32,
02-02-2016,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding Round,0.18,
02-02-2016,Consumer Internet,Marketing Automation platform,Banglore,Multiple investors through Ten Minute Million competition,Seed Funding Round,0.18,
02-02-2016,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding Round,0.18,
02-02-2016,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding Round,0.18,
03-02-2016,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd,Seed Funding Round,8,
03-02-2016,E-commerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding Round,0.8,
03-02-2016,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding Round,0.8,
03-02-2016,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding Round,0.24,
04-02-2016,E-commerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding Round,0.24,
05-02-2016,E-commerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,8,
05-02-2016,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding Round,0.65,
05-02-2016,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding Round,0.42,
08-02-2016,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding Round,0.8,
08-02-2016,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding Round,0.8,
08-02-2016,E-commerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,100,
10-02-2016,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding Round,1.6,
10-02-2016,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding Round,9.6,
10-02-2016,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding Round,1.2,
12-02-2016,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding Round,1,
12-02-2016,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding Round,8,
12-02-2016,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,32,
15-02-2016,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,40,
15-02-2016,E-commerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,1600,
15-02-2016,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding Round,0.4,
15-02-2016,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding Round,4,
16-02-2016,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding Round,8,
16-02-2016,E-commerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,32,
17-02-2016,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding Round,2.8,
17-02-2016,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,80,
17-02-2016,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,40,
18-02-2016,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding Round,0.58,
18-02-2016,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding Round,2.8,
19-02-2016,E-commerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,40,
19-02-2016,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Funding Round,3.2,
22-02-2016,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding Round,8,
22-02-2016,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding Round,0.8,
22-02-2016,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,36,
23-02-2016,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,88,
24-02-2016,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding Round,1.28,
24-02-2016,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding Round,3.2,
24-02-2016,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding Round,1.2,
25-02-2016,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,46.4,
25-02-2016,E-commerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding Round,0.56,
26-02-2016,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding Round,1.16,
26-02-2016,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,20,
29-02-2016,E-commerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,104,
04-01-2016,Food & Beverages,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,48,
05-01-2016,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network",Seed Funding Round,0.8,
05-01-2016,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding Round,1.2,
05-01-2016,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,40,
06-01-2016,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding Round,6,
06-01-2016,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,8,
06-01-2016,Health Care,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding Round,1.2,
06-01-2016,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding Round,6,
07-01-2016,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding Round,1.28,
08-01-2016,E-commerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,40,
08-01-2016,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding Round,2,
